20449;NEAR .02 MILES NE OF NE (SR5039) JONES FRANKLIN RD;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2015-12-20 23:26:01+00:00;2015
20463;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-18 18:33:54+00:00;2015
20465;2 FEET FROM P.V.A. (PRINCIPAL LANE);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-18 20:29:37+00:00;2015
20467;80 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2015-12-17 23:26:55+00:00;2015
20471;100 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-12-19 01:20:32+00:00;2015
20472;.25 MILES FROM US 1 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-18 20:54:16+00:00;2015
20475;.30 MILES FROM US 1 EXIT RAMP 98 SB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-12-21 17:25:00+00:00;2015
20487;.25 MILES FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-12-17 06:54:47+00:00;2015
20495;10 FEET FROM HALLS MILL DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-12-18 17:04:00+00:00;2015
20496;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-12-23 18:05:20+00:00;2015
20503;10 FEET FROM KILARNEY DR;SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2015-12-26 22:06:36+00:00;2015
20507;.1 MILES FROM SR 1615 (HIGH HOUSE RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-12-23 18:07:30+00:00;2015
20513;375 FEET FROM P.V.A. (CARY TOWNE CENTER);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-12-23 15:01:00+00:00;2015
20529;100 FEET FROM NC54 (CHAPEL HILL RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-24 20:39:08+00:00;2015
20530;200 FEET FROM PVA (1900 KILDAIRE FARM RD);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2015-12-24 01:04:34+00:00;2015
20545;200 FEET FROM SR 1011 (OLD APEX RD);SMOOTH ASPHALT;WET;DARK - ROADWAY NOT LIGHTED;RAIN;2015-12-22 23:52:35+00:00;2015
20549;0 FEET FROM SR 1613 (DAVIS DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-12-24 15:37:00+00:00;2015
20553;200 FEET FROM US 1 HWY;GROOVED CONCRETE;WET;DARK - LIGHTED ROADWAY;RAIN;2015-12-23 22:17:01+00:00;2015
20555;CARY;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2015-12-24 01:01:15+00:00;2015
20558;.14 MILES FROM SR-1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-27 18:10:47+00:00;2015
20571;260 FEET FROM SR 1423 ( PINEY PLAINS RD);SMOOTH ASPHALT;DRY;DUSK;CLEAR;2015-12-29 21:55:49+00:00;2015
20579;20 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-12-29 17:28:00+00:00;2015
20580;300 FEET FROM P.V.A. (990 KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-30 01:46:38+00:00;2015
20582;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-12-30 21:44:05+00:00;2015
20583;0 FEET FROM US 64 HWY;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2015-12-30 23:27:45+00:00;2015
23592;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-19 00:25:44+00:00;2016
23596;150 FEET FROM SR 1615 (HIGH HOUSE RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-08-25 01:21:12+00:00;2016
23598;25 FEET FROM HIGH HOUSE RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-24 16:48:00+00:00;2016
23604;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-26 13:49:03+00:00;2016
23608;40 FEET FROM SR 1152 (HOLLY SPRINGS RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-08-26 00:42:31+00:00;2016
23611;300 FEET FROM US 1 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-26 21:25:52+00:00;2016
23612;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-26 20:38:55+00:00;2016
23627;.2 MILES FROM S.R. 3977 (CARY PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-26 18:37:08+00:00;2016
23633;1 MILES FROM SR 3011 (JENKS CARPENTER RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-26 23:02:32+00:00;2016
23654;.25 MILES FROM (PVA) 6770 MCCRIMMON PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-30 00:54:40+00:00;2016
23664;200 FEET FROM SR 3977 (SE CARY PKWY);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-08-26 03:35:00+00:00;2016
23673;85 FEET FROM 1223 AFTON MEADOW LN;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-30 11:42:37+00:00;2016
23679;200 FEET FROM SR 1319 (JONES FRANKLIN RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-31 19:56:49+00:00;2016
23681;250 FEET FROM 638 WALNUT ST;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-01 12:14:06+00:00;2016
23682;.12 MILES FROM PVA 6770 MCCRIMMON PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-30 10:44:35+00:00;2016
23690;30 FEET FROM S.R. 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-09-01 23:52:27+00:00;2016
23694;NEAR .05 MILES E OF E SR 1617 (CARPENTER UPCHURCH RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-01 15:09:00+00:00;2016
23703;244 FEET FROM PVA OF 1151 TRYON VILLAGE DR;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2016-09-05 02:15:00+00:00;2016
23705;.1 MILES FROM PARABLE WAY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-04 01:22:49+00:00;2016
23706;.25 MILES FROM S.R. 1313;SMOOTH ASPHALT;DRY;DAYLIGHT;RAIN;2016-09-04 16:31:00+00:00;2016
23712;50 FEET FROM SR 1615 (HIGH HOUSE RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-09-02 19:55:46+00:00;2016
23714;150 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-09-02 18:52:03+00:00;2016
23715;350 FEET FROM SR#1010 (TEN-TEN ROAD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-09-02 21:26:15+00:00;2016
23720;0 FEET FROM CROSSROADS BLVD;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2016-09-03 00:09:57+00:00;2016
23721;50 FEET FROM 1607 WALNUT ST (PVA);SMOOTH ASPHALT;WATER (STANDING, MOVING);DARK - LIGHTED ROADWAY;RAIN;2016-09-03 01:20:34+00:00;2016
23724;75 FEET FROM SR-1312 (310 S ACADEMY ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-04 10:04:53+00:00;2016
23727;200 FEET FROM PVA (21035 BRADFORD GREEN SQ);COARSE ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2016-09-02 17:22:35+00:00;2016
23739;.39 MILES FROM PVA OF 219 CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-09-03 08:37:47+00:00;2016
23744;252 FEET FROM PVA (501 HARRISON POINTE DR);SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2016-09-07 00:37:31+00:00;2016
23753;.2 MILES FROM U.S. 1 HWY;CONCRETE;DRY;DAYLIGHT;CLEAR;2016-09-07 11:35:16+00:00;2016
23755;.2 MILES FROM PVA 200 REGENCY WOODS PLACE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-07 15:23:00+00:00;2016
23761;50 FEET FROM SR 1307 (E CHATHAM ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-07 22:27:46+00:00;2016
23764;.01 MILES FROM SR 1152 (HOLLY SPRINGS RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-06 21:58:49+00:00;2016
23766;400 FEET FROM PVA OF 106 KILMAYNE DR;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-07 11:46:16+00:00;2016
23767;150 FEET FROM P.V.A. 2303 NW MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-07 19:53:41+00:00;2016
23770;10 FEET FROM GREENWOOD CIR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-08 12:59:50+00:00;2016
23783;.10 MILES FROM PVA(1343 KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-08 22:49:20+00:00;2016
23786;25 FEET FROM STONEWATER GLEN LN;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-09 12:38:02+00:00;2016
23798;237 FEET FROM PVA (2700 LOUIS STEPHENS DR);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-10 17:36:02+00:00;2016
23802;.1 MILES FROM SR#1300 (KILDAIRE FARM ROAD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-09 15:54:00+00:00;2016
23804;2 FEET FROM HIGH HOUSE RD SR 1615;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-09 19:28:30+00:00;2016
23808;0.17 MILES FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DUSK;CLEAR;2016-09-09 21:33:26+00:00;2016
23821;230 FEET FROM PVA 1244 HAMILTON CT;COARSE ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-09-12 05:13:37+00:00;2016
23825;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-10 07:30:10+00:00;2016
23830;CARY;;;;CLOUDY;2016-09-12 17:23:15+00:00;2016
23832;.25 MILES FROM HWY 54;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-09-11 16:49:00+00:00;2016
23833;45 FEET FROM P.V.A. (CVS);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-12 18:41:12+00:00;2016
23835;20 FEET FROM FARMINGTON WOODS DR;COARSE ASPHALT;DRY;DUSK;CLEAR;2016-09-13 13:48:43+00:00;2016
23846;300 FEET FROM PVA (2420 SW  CARY PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-05 18:57:40+00:00;2016
23848;0.12 MILES FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-13 21:48:12+00:00;2016
23851;15 FEET FROM SR-1009 TRYON RD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-09-15 00:58:23+00:00;2016
23867;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-14 18:12:53+00:00;2016
23880;.3 MILES FROM PVA (516 WESTOVER HILLS DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-16 14:15:00+00:00;2016
23881;150 FEET FROM PEREGRINE PL;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-15 19:00:01+00:00;2016
23882;120 FEET FROM SR 3081 (CHAPEL HILL RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-16 18:14:21+00:00;2016
23884;50 FEET FROM SR 3073 (NW MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-17 00:12:58+00:00;2016
23889;2 MILES FROM PVA(111 THURSTON DR);SMOOTH ASPHALT;DRY;DUSK;CLOUDY;2016-09-18 23:23:05+00:00;2016
23893;.14 MILES FROM SR #3977 (SW CARY PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-17 18:40:28+00:00;2016
23897;.2 MILES FROM PVA 2010 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-17 21:37:19+00:00;2016
23899;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-09 16:08:00+00:00;2016
23909;60 FEET FROM WALNUT ST;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-17 18:34:41+00:00;2016
23911;CARY;;;;CLOUDY;2016-09-17 16:20:00+00:00;2016
23921;.25 MILES FROM NC 54 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-09-19 16:49:00+00:00;2016
23926;65 FEET FROM SR-1652 (N HARRISON AV);SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2016-09-19 18:54:32+00:00;2016
23955;30 FEET FROM SR 1423 (PINEY PLAINS RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-09-20 17:43:56+00:00;2016
23964;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-09-21 11:18:40+00:00;2016
23975;10 FEET FROM S.R. 3977 (S.E. CARY PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-22 16:05:00+00:00;2016
23977;10 FEET FROM BRYUM ST;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-09-21 15:46:00+00:00;2016
23981;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-09-22 14:13:00+00:00;2016
23983;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-09-21 19:23:20+00:00;2016
23988;.10 MILES FROM SR 1313 ( WALNUT ST );SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-09-23 16:16:00+00:00;2016
23990;0 FEET FROM 2741 NC 55  HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-23 18:05:37+00:00;2016
23996;.15 MILES FROM U.S. HWY 1 SOUTHBOUND;CONCRETE;WET;DAYLIGHT;RAIN;2016-09-19 21:56:32+00:00;2016
23998;40 FEET FROM NW CARY PKWY;CONCRETE;DRY;DAYLIGHT;CLEAR;2016-09-23 21:30:18+00:00;2016
24024;15 FEET FROM P.V.A (COOK-OUT);;;;CLOUDY;2016-08-13 20:35:10+00:00;2016
24041;.12 MILES FROM PVA 6770 MCCRIMMON PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-23 15:31:00+00:00;2016
24042;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-27 17:21:12+00:00;2016
24045;400 FEET FROM SEDGEMORE DR;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-27 14:16:00+00:00;2016
24047;200 FEET FROM 201 METLIFE WAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-28 18:36:06+00:00;2016
24057;100 FEET FROM PVA AT 440 CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-28 17:07:54+00:00;2016
24062;225 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-28 11:01:21+00:00;2016
24071;92 FEET FROM SR 1415 NE MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-29 23:38:26+00:00;2016
24072;200 FEET FROM (PVA) 10140 GREEN LEVEL CHURCH;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-29 21:08:05+00:00;2016
24073;100 FEET FROM NC 55 HWY NC 55;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-29 20:04:32+00:00;2016
24074;120 FEET FROM 350 STONECROFT LN;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-29 22:34:32+00:00;2016
24076;300 FEET FROM SR 1716 (YATES STORE RD);SMOOTH ASPHALT;WET;DAWN;RAIN;2016-09-29 10:55:38+00:00;2016
24079;100 FEET FROM SR#1313(WALNUT ST);SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2016-09-30 16:24:00+00:00;2016
24084;NEAR .5 MILES W OF W SR-1614 SALEM CHURCH RD;SMOOTH ASPHALT;WET;DARK - ROADWAY NOT LIGHTED;CLOUDY;2016-09-30 05:27:31+00:00;2016
24095;80 FEET FROM NC 54 (CHAPEL HILL RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-09-30 16:53:00+00:00;2016
24102;10 FEET FROM SR 1652 (N. HARRISON AVE.);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-09-30 22:17:58+00:00;2016
24128;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-03 14:56:00+00:00;2016
24133;50 FEET FROM MCCRIMMON PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-04 11:02:57+00:00;2016
24139;20 FEET FROM PRESISDENTS WALK LN;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-04 11:42:05+00:00;2016
24144;100 FEET FROM PVA OF 4101 NC 55 HWY;CONCRETE;DRY;DAYLIGHT;CLEAR;2016-10-04 19:57:42+00:00;2016
24146;50 FEET FROM SR 1652 (N HARRISON AV);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-10-04 23:35:59+00:00;2016
24155;300 FEET FROM (PVA) 509 MILLS PARK DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-04 13:13:18+00:00;2016
24158;.10 MILES FROM PVA OF ( 177 HIGH HOUSE RD );SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-10-06 01:28:41+00:00;2016
24160;425 FEET FROM LAUREL PARK PL;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-10-05 02:22:00+00:00;2016
24173;.15 MILES FROM P.V.A. CARY TOWNE CENTER (1105;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-10-06 19:03:38+00:00;2016
24181;25 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-10-07 16:22:00+00:00;2016
24190;40 FEET FROM SR- 1313 WALNUT ST;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-10-07 19:32:12+00:00;2016
24193;210 FEET FROM SR 5039 (JONES FRANKLIN RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-10-07 18:38:06+00:00;2016
24196;40 FEET FROM NW CARY PKWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-10-07 19:16:39+00:00;2016
24206;30 FEET FROM US 1 SOUTH HWY OFF RAMP;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-10 15:49:00+00:00;2016
24210;.1 MILES FROM SR 1300 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-09 21:24:38+00:00;2016
24215;400 FEET FROM S.R. 1415 (907 NW MAYNARD RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-10-08 22:50:41+00:00;2016
24218;100 FEET FROM CHAPEL HILL RD;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2016-10-07 21:27:35+00:00;2016
24222;100 FEET FROM P.V.A. (ON THE BORDER);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-10-09 06:42:29+00:00;2016
24224;CARY;CONCRETE;DRY;DAYLIGHT;CLEAR;2016-10-09 21:48:52+00:00;2016
24230;100 FEET FROM PVA (102 MACON DR);SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2016-10-11 05:30:36+00:00;2016
24235;50 FEET FROM CENTER POINTE DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-11 12:45:56+00:00;2016
24236;25 FEET FROM COURTLAND VIEW LN;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-11 12:46:43+00:00;2016
24238;100 FEET FROM (PVA) OF 123 MIDDLE CREEK PARK;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-11 18:32:15+00:00;2016
24240;.45 MILES FROM SR 1011 (E CHATHAM ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-11 22:07:51+00:00;2016
24242;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-11 21:51:00+00:00;2016
24257;200 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-11 23:39:31+00:00;2016
24270;25 FEET FROM NC HWY 55 NB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-10-13 19:14:17+00:00;2016
24277;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-13 20:49:10+00:00;2016
24278;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-10-14 00:12:13+00:00;2016
24285;.14 MILES FROM PVA 6770 MCCRIMMON PKWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-10-07 12:08:04+00:00;2016
24286;400 FEET FROM 6770 MICCRIMMON PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-11 15:07:00+00:00;2016
24295;350 FEET FROM SR# 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-14 16:54:00+00:00;2016
24299;40 FEET FROM PVA 4248 SW CARY PKWY (LE FARM;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-16 14:29:00+00:00;2016
24300;50 FEET FROM SR3073 (NW MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-16 16:35:00+00:00;2016
24301;50 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-10-15 02:37:00+00:00;2016
24307;25 FEET FROM SR 1652(N HARRISON AVE);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-10-15 10:06:38+00:00;2016
24312;.04 MILES FROM PVA 333 CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2016-10-15 22:02:35+00:00;2016
24316;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-10-14 01:28:57+00:00;2016
24318;414 FEET FROM PVA OF 575 NEW WAVERLY PL;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-15 14:56:00+00:00;2016
24320;.1 MILES FROM PVA(2370 WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-16 16:44:00+00:00;2016
24322;10 FEET FROM SR5039 JONES FRANKLIN RD;SMOOTH ASPHALT;UNKNOWN;DAYLIGHT;CLEAR;2016-10-16 15:48:00+00:00;2016
24324;.04 MILES FROM SR 1315 (BUCK JONES RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-16 18:55:06+00:00;2016
24329;0.117 MILES FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-10-15 07:13:25+00:00;2016
24331;.11 MILES FROM PVA OF 1300 CRESCENT GREEN DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-17 17:02:44+00:00;2016
24335;15 FEET FROM SR1300 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-17 20:31:53+00:00;2016
24346;400 FEET FROM NC 54 (CHAPEL HILL RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-15 19:21:00+00:00;2016
24350;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-18 15:43:00+00:00;2016
24360;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-19 11:51:04+00:00;2016
24365;30 FEET FROM 1401 BUCK JONES RD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-10-19 03:29:00+00:00;2016
24366;1 MILES FROM US 1;CONCRETE;DRY;DAYLIGHT;CLEAR;2016-10-19 14:22:00+00:00;2016
24370;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-19 18:37:29+00:00;2016
24373;150 FEET FROM 2148 SW CARY PKWY;COARSE ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-10-14 02:47:00+00:00;2016
24374;0 FEET FROM SR 1415 (SW MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-19 21:09:16+00:00;2016
24383;270 FEET FROM NC 54 (CHAPEL HILL RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-20 18:37:12+00:00;2016
24390;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-20 21:28:52+00:00;2016
24391;.5 MILES FROM US 1 HWY;GROOVED CONCRETE;DRY;DUSK;CLEAR;2016-10-20 22:07:14+00:00;2016
24397;0 FEET FROM SR 1625 GREEN LEVEL CHURCH RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-19 16:01:00+00:00;2016
24402;25 FEET FROM CARY TOWNE CENTER;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-21 15:53:00+00:00;2016
24407;75 FEET FROM SR 1415 (SE MAYNARD RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-10-20 07:41:29+00:00;2016
24410;CARY;;;;CLOUDY;2016-10-23 20:32:03+00:00;2016
24417;1.2 MILES FROM US 1 NORTH;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-21 14:16:00+00:00;2016
24418;125 FEET FROM MCCLOUD CT;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-10-21 03:12:00+00:00;2016
24419;15 FEET FROM SR1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-23 13:31:04+00:00;2016
24420;30 FEET FROM CHARLEVILLE CT;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-23 18:42:07+00:00;2016
24426;1.5 MILES FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-10-21 18:30:32+00:00;2016
24431;.142 MILES FROM SR#1624 (CARPENTER FIRE STATIO;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-22 18:06:33+00:00;2016
24435;.10 MILES FROM SR-1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-10-22 16:51:00+00:00;2016
